	research_question	link	description	id	past_query
2429	Насколько мирно, каким путем и почему прошло Крещение Руси?	https://orthodoxwiki.org/Christianization_of_Kievan_Rus%27	Orthodox Wiki. Overview of the process. States that the conversion was largely peaceful under Vladimir's leadership. Highlights the role of Princess Olga. Notes that the spread of Christianity was a gradual process and that syncretism (dvoeverie) persisted. The article downplays violence.	2429	
2430	Насколько мирно, каким путем и почему прошло Крещение Руси?	https://grokipedia.com/page/Christianization_of_Kievan_Rus%27	Scraped content site. Summarizes information from other sources. Lists the events of 988. Mentions the resistance in Novgorod. The reasons given include political, cultural, and personal (Vladimir's marriage). The tone is neutral, presenting both peaceful and violent narratives.	2430	
2431	Насколько мирно, каким путем и почему прошло Крещение Руси?	https://religion.fandom.com/wiki/Christianization_of_Kievan_Rus%27	Fan wiki. Overview of the Christianization. Describes Vladimir's choice of faith. Mentions the destruction of idols. Acknowledges that the conversion was met with resistance in Novgorod. The reasons are political and cultural.	2431	
2432	Насколько мирно, каким путем и почему прошло Крещение Руси?	https://en.wikipedia.org/wiki/Kievan_Rus%27	Overview. Mentions the trade routes and their economic importance.	2432	
2433	Насколько мирно, каким путем и почему прошло Крещение Руси?	https://umnlibraries.manifoldapp.org/read/conversion-to-christianity/section/6d153255-e7c9-4116-a87b-8877af443f42	Academic text on conversion. Discusses the Kievan Rus' case.	2433	Britannica Kievan Rus Christianization Vladimir reasons
2434	На фабрике производства обожжённых железорудных окатышей передел окомкования представляет собой стадию, на которой тонкоизмельчённый железорудный концентрат после сгущения и фильтрации подаётся в смесители и далее в барабанные окомкователи, где при добавлении извести и бентонита формируются сырые окатыши требуемого гранулометрического состава; ключевым фактором стабильного процесса является влажность концентрата, так как именно она определяет пластичность шихты, способность частиц к сцеплению и формирование прочных, однородных по размеру сырых окатышей без переувлажнения (ведущего к слипанию и деформации) или пересушивания (приводящего к пылеобразованию и разрушению гранул), поэтому контроль этого параметра критически важен и должен осуществляться непосредственно перед подачей концентрата в смеситель или окомкователь — оптимально на выходе фильтров или на конвейере питания, где материал уже имеет финальное состояние по влажности. Какие виды измерительных приборов существуют для измерения влажности концентрата? На каком принципе работы они основываются? Какие у каждого из них плюсы и минусы? Установка какого прибора является оптимальным решением?	https://omegaen.ru/catalog/vlagomeryi/mvn-1-vlagomer-tovarnoj-nefti-mikrovolnovyij-serii	MVN-1 microwave moisture meter for oil; similar principles but not iron ore.	2434	РјРёРєСЂРѕРІРѕР»РЅРѕРІС‹Р№ РІР»Р°РіРѕРјРµСЂ Р¶РµР»РµР·РѕСЂСѓРґРЅС‹Р№ РєРѕРЅС†РµРЅС‚СЂР°С‚ РѕРєРѕРјРєРѕРІР°РЅРёРµ РїСЂРµРёРјСѓС‰РµСЃС‚РІР° РЅРµРґРѕСЃС‚Р°С‚РєРё
2435	На фабрике производства обожжённых железорудных окатышей передел окомкования представляет собой стадию, на которой тонкоизмельчённый железорудный концентрат после сгущения и фильтрации подаётся в смесители и далее в барабанные окомкователи, где при добавлении извести и бентонита формируются сырые окатыши требуемого гранулометрического состава; ключевым фактором стабильного процесса является влажность концентрата, так как именно она определяет пластичность шихты, способность частиц к сцеплению и формирование прочных, однородных по размеру сырых окатышей без переувлажнения (ведущего к слипанию и деформации) или пересушивания (приводящего к пылеобразованию и разрушению гранул), поэтому контроль этого параметра критически важен и должен осуществляться непосредственно перед подачей концентрата в смеситель или окомкователь — оптимально на выходе фильтров или на конвейере питания, где материал уже имеет финальное состояние по влажности. Какие виды измерительных приборов существуют для измерения влажности концентрата? На каком принципе работы они основываются? Какие у каждого из них плюсы и минусы? Установка какого прибора является оптимальным решением?	https://ieeexplore.ieee.org/document/4124304	IEEE paper on microwave moisture measurement of iron ore. Describes a sensor operating at 2.45 GHz, measuring both attenuation and phase shift to compensate for density.	2435	microwave moisture measurement iron ore pellet plant online
2436	На фабрике производства обожжённых железорудных окатышей передел окомкования представляет собой стадию, на которой тонкоизмельчённый железорудный концентрат после сгущения и фильтрации подаётся в смесители и далее в барабанные окомкователи, где при добавлении извести и бентонита формируются сырые окатыши требуемого гранулометрического состава; ключевым фактором стабильного процесса является влажность концентрата, так как именно она определяет пластичность шихты, способность частиц к сцеплению и формирование прочных, однородных по размеру сырых окатышей без переувлажнения (ведущего к слипанию и деформации) или пересушивания (приводящего к пылеобразованию и разрушению гранул), поэтому контроль этого параметра критически важен и должен осуществляться непосредственно перед подачей концентрата в смеситель или окомкователь — оптимально на выходе фильтров или на конвейере питания, где материал уже имеет финальное состояние по влажности. Какие виды измерительных приборов существуют для измерения влажности концентрата? На каком принципе работы они основываются? Какие у каждого из них плюсы и минусы? Установка какого прибора является оптимальным решением?	https://46tv.ru/odnoj-strojko/v-kurske/134226-mihajlovskij-gok-nachal-opytnoe-proizvodstvo-premialnyh-okatyshej-pod-metallizaciju.html	News on Mikhailovsky GOK; mentions moisture control.	2436	
2437	Какой год в истории России по официальному российскому календарю был самый короткий, а какой самый длинный?  Принимаются факты в разных трактовках.	https://en.wikipedia.org/wiki/Soviet_calendar	The Soviet calendar was a modified Gregorian calendar used in Soviet Russia from 1918 to 1940. The Gregorian calendar was implemented in Russia on 14 February 1918 by dropping the Julian dates of 1–13 February 1918 pursuant to a Sovnarkom decree signed 24 January 1918 (Julian) by Lenin. The decree required that the Julian date was to be written in parentheses after the Gregorian date until 1 July 1918.	2437	decree Sovnarkom January 24 1918 text Gregorian calendar Lenin
2438	Какой год в истории России по официальному российскому календарю был самый короткий, а какой самый длинный?  Принимаются факты в разных трактовках.	https://www.russianhistorymuseum.org/2025/03/04/calendars-russian-history-museum/	On January 31, 1918, Russians went to sleep and woke up on February 14—as if 13 days had been erased from existence. The Soviet government replaced the Julian calendar with the Gregorian, shifting from the Old Style to the New Style.	2438	longest year Russian history calendar reform
2439	Какой год в истории России по официальному российскому календарю был самый короткий, а какой самый длинный?  Принимаются факты в разных трактовках.	https://www.rbth.com/lifestyle/327586-why-russia-has-two-calendars	Russia switched to the Gregorian calendar from the Julian in 1918. Right after Jan.31, 1918 came Feb.14: Two weeks of the year were simply written off. The Bolsheviks decided to speed things up instead of waiting 13 years. The reform was not only ideological; suggestions appeared as early as 1830.	2439	Russia 1918 calendar reform Julian Gregorian decree days skipped
2440	Какой год в истории России по официальному российскому календарю был самый короткий, а какой самый длинный?  Принимаются факты в разных трактовках.	https://soviethistory.msu.edu/1917/new-letters-and-dates/	On the morning of February 1, 1918, Soviet citizens awoke to discover that it was February 14. This was the result of a decision by Sovnarkom on January 24 that as of February 1 the Julian calendar would be replaced by the Gregorian. Because by the twentieth century dates according to the Julian calendar were thirteen days behind the Gregorian, February 1 became the fourteenth.	2440	decree Sovnarkom January 24 1918 text Gregorian calendar Lenin
2441	Какой год в истории России по официальному российскому календарю был самый короткий, а какой самый длинный?  Принимаются факты в разных трактовках.	https://en.wikipedia.org/wiki/Old_Style_and_New_Style_dates	Old Style (O.S.) and New Style (N.S.) indicate dating systems before and after a calendar change. For Russia, O.S. and N.S. simply indicate the Julian and Gregorian dating systems respectively. When Russia adopted the Gregorian calendar as its civil calendar in 1918, thirteen days needed to be skipped.	2441	"Lenin 1918 decree Gregorian calendar ""Julian dates"" parentheses ""1 July 1918"" text"
2442	Какой год в истории России по официальному российскому календарю был самый короткий, а какой самый длинный?  Принимаются факты в разных трактовках.	https://www.calendarz.com/blog/when-11-days-vanished-calendar-reforms-moved-holidays	Russia did the same in 1918, jumping from 31 January to 14 February, dropping 13 days. Following the Bolshevik decree of 24 January (O.S.) 1918, Russia moved from the Julian to the Gregorian calendar. Thursday 31 January 1918 (Julian) was followed by Friday 14 February 1918 (Gregorian), skipping 13 days.	2442	Russia 1918 calendar reform Julian Gregorian decree days skipped
2443	Какой год в истории России по официальному российскому календарю был самый короткий, а какой самый длинный?  Принимаются факты в разных трактовках.	https://www.webexhibits.org/calendars/year-countries.html	When Soviet Russia undertook its calendar reform in February 1918, they moved from the Julian calendar to the Gregorian. This move resulted in a loss of 13 days, so that February 1, 1918, became February 14.	2443	Russia 1918 calendar reform Julian Gregorian decree days skipped
2444	Какой год в истории России по официальному российскому календарю был самый короткий, а какой самый длинный?  Принимаются факты в разных трактовках.	https://www.cambridge.org/core/journals/slavic-review/article/abs/calendar-reform-under-peter-the-great-absolutist-prerogatives-plural-temporalities-and-christian-exceptionalism/F86C0ED9716AA7CF49C72E9798FD58CB	The calendar reforms of Peter the Great introduced on January 1, 1700 have produced a surprising amount of confusion and misunderstanding. The reforms introduced a regime of plural temporalities that has affected the course of Russia's development. The reforms had little to do with heralding a secular, modern society.	2444	decree Peter Great December 20 1699 text Julian calendar 7208 1700
